,DateTime,Time,Position_X(mm),Position_Y(mm),Position_Z(mm),R_X(deg),R_Y(deg),R_Z(deg)
0,2022-12-25-11:12:30,11:12:30,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
1,2022-12-25-11:12:31,11:12:31,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
2,2022-12-25-11:12:31,11:12:31,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
3,2022-12-25-11:12:32,11:12:32,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
4,2022-12-25-11:12:32,11:12:32,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
5,2022-12-25-11:12:33,11:12:33,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
6,2022-12-25-11:12:33,11:12:33,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
7,2022-12-25-11:12:34,11:12:34,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
8,2022-12-25-11:12:34,11:12:34,405.915,-2.681,395.806,178.6969,-0.0027,-0.0311
9,2022-12-25-11:12:35,11:12:35,513.15,2.916,-77.93,178.6487,-0.0037,-0.0672
10,2022-12-25-11:12:35,11:12:35,568.618,47.742,-214.27,178.2787,-0.0586,-0.2439
11,2022-12-25-11:12:36,11:12:36,574.774,97.275,-350.159,178.1867,-0.1296,-0.202
12,2022-12-25-11:12:36,11:12:36,536.871,139.266,-471.8,178.4419,-0.0965,-0.0781
13,2022-12-25-11:12:37,11:12:37,505.436,154.308,-528.921,178.648,-0.0254,-0.0456
14,2022-12-25-11:12:37,11:12:37,508.684,153.322,-598.976,178.4495,-0.1144,-0.0639
15,2022-12-25-11:12:38,11:12:38,505.696,154.243,-626.682,178.6331,-0.0339,-0.0412
16,2022-12-25-11:12:39,11:12:39,508.511,153.34,-555.573,178.4581,-0.1072,-0.0775
17,2022-12-25-11:12:39,11:12:39,508.739,148.288,-523.971,178.7084,-0.0013,-0.0353
18,2022-12-25-11:12:40,11:12:40,551.146,61.817,-523.882,178.8027,0.0184,-0.0429
19,2022-12-25-11:12:40,11:12:40,574.571,-39.419,-523.802,178.8527,0.0077,-0.0454
20,2022-12-25-11:12:41,11:12:41,574.202,-148.208,-523.781,178.8485,-0.0114,-0.0447
21,2022-12-25-11:12:41,11:12:41,548.139,-258.364,-523.838,178.7893,-0.0211,-0.041
22,2022-12-25-11:12:42,11:12:42,504.63,-349.822,-523.982,178.699,-0.0044,-0.0365
23,2022-12-25-11:12:42,11:12:42,506.131,-351.776,-585.825,178.6614,0.0289,-0.0463
24,2022-12-25-11:12:43,11:12:43,505.269,-350.673,-612.892,178.6825,0.0104,-0.0398
25,2022-12-25-11:12:43,11:12:43,504.747,-349.991,-525.94,178.6959,-0.0021,-0.0376
26,2022-12-25-11:12:44,11:12:44,532.784,-296.2,-523.887,178.7566,-0.0178,-0.0409
27,2022-12-25-11:12:44,11:12:44,568.144,-186.476,-523.787,178.8339,-0.0171,-0.0432
28,2022-12-25-11:12:45,11:12:45,577.264,-76.391,-523.789,178.8573,0.0013,-0.045
29,2022-12-25-11:12:45,11:12:45,561.727,28.069,-523.855,178.8256,0.018,-0.0428
30,2022-12-25-11:12:46,11:12:46,525.514,119.664,-523.942,178.7455,0.0104,-0.0383
31,2022-12-25-11:12:47,11:12:47,518.973,155.785,-523.848,178.6884,-0.0089,-0.0372
32,2022-12-25-11:12:47,11:12:47,615.082,157.229,-523.697,178.6751,-0.0125,-0.0382
33,2022-12-25-11:12:48,11:12:48,655.908,154.839,-539.6,178.6841,-0.0082,-0.0362
34,2022-12-25-11:12:48,11:12:48,671.43,154.71,-624.921,178.691,-0.005,-0.037
35,2022-12-25-11:12:49,11:12:49,667.099,155.056,-591.561,178.6719,-0.0108,-0.0398
36,2022-12-25-11:12:49,11:12:49,651.418,154.581,-523.98,178.6984,-0.0044,-0.0312
37,2022-12-25-11:12:50,11:12:50,662.771,64.28,-524.002,178.782,0.0147,-0.0294
38,2022-12-25-11:12:50,11:12:50,654.86,-57.997,-523.977,178.8474,0.0075,-0.0289
39,2022-12-25-11:12:51,11:12:51,621.487,-173.173,-523.939,178.8489,-0.0142,-0.0304
40,2022-12-25-11:12:51,11:12:51,565.047,-277.031,-523.93,178.7881,-0.0243,-0.0348
41,2022-12-25-11:12:52,11:12:52,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
42,2022-12-25-11:12:52,11:12:52,506.013,-351.622,-592.405,178.6639,0.0257,-0.0447
43,2022-12-25-11:12:53,11:12:53,505.58,-351.071,-605.977,178.6745,0.0167,-0.0419
44,2022-12-25-11:12:53,11:12:53,504.623,-349.837,-524.059,178.6988,-0.004,-0.0348
45,2022-12-25-11:12:54,11:12:54,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
46,2022-12-25-11:12:55,11:12:55,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
47,2022-12-25-11:12:55,11:12:55,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
48,2022-12-25-11:12:56,11:12:56,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
49,2022-12-25-11:12:56,11:12:56,504.62,-349.832,-523.982,178.699,-0.0043,-0.0359
